,tract
"(1818603634, <shapely.geometry.point.Point object at 0x165c7f6d8>)",7405.0
"(134066301, <shapely.geometry.point.Point object at 0x165c7f358>)",7439.0
"(134066318, <shapely.geometry.point.Point object at 0x165c7f278>)",7439.0
"(134066389, <shapely.geometry.point.Point object at 0x165c7f2e8>)",500.0
"(134066396, <shapely.geometry.point.Point object at 0x165c7f1d0>)",500.0
"(3959271653, <shapely.geometry.point.Point object at 0x165c7f240>)",7408.0
"(134066420, <shapely.geometry.point.Point object at 0x165c7f128>)",6603.0
"(134066430, <shapely.geometry.point.Point object at 0x165c7f198>)",6603.0
"(134066433, <shapely.geometry.point.Point object at 0x165c7f0b8>)",6603.0
"(134066437, <shapely.geometry.point.Point object at 0x165c7f0f0>)",6603.0
"(134066453, <shapely.geometry.point.Point object at 0x165c7f080>)",1100.0
"(134066475, <shapely.geometry.point.Point object at 0x165c7f320>)",5200.0
"(134066517, <shapely.geometry.point.Point object at 0x165c79ef0>)",5200.0
"(134066522, <shapely.geometry.point.Point object at 0x165c79d68>)",5200.0
"(134066530, <shapely.geometry.point.Point object at 0x165c79cc0>)",5400.0
"(134066544, <shapely.geometry.point.Point object at 0x165c79a58>)",5400.0
"(134066546, <shapely.geometry.point.Point object at 0x165c799b0>)",5500.0
"(134066551, <shapely.geometry.point.Point object at 0x165c79748>)",5500.0
"(134066555, <shapely.geometry.point.Point object at 0x165c793c8>)",5500.0
"(134066558, <shapely.geometry.point.Point object at 0x165c79240>)",5500.0
"(134066565, <shapely.geometry.point.Point object at 0x165c79198>)",5500.0
"(134066574, <shapely.geometry.point.Point object at 0x165c79fd0>)",1100.0
"(134066577, <shapely.geometry.point.Point object at 0x165c79f60>)",1100.0
"(134066582, <shapely.geometry.point.Point object at 0x165c79f98>)",5200.0
"(3613503925, <shapely.geometry.point.Point object at 0x165c79eb8>)",6701.0
"(134066646, <shapely.geometry.point.Point object at 0x165c79f28>)",5200.0
"(134066649, <shapely.geometry.point.Point object at 0x165c79e48>)",5300.0
"(134066659, <shapely.geometry.point.Point object at 0x165c79e80>)",7438.0
"(134066669, <shapely.geometry.point.Point object at 0x165c79e10>)",7438.0
"(2472915438, <shapely.geometry.point.Point object at 0x165c79d30>)",7445.0
"(134066671, <shapely.geometry.point.Point object at 0x165c79da0>)",7438.0
"(134066675, <shapely.geometry.point.Point object at 0x165c79c88>)",7438.0
"(134066698, <shapely.geometry.point.Point object at 0x165c79cf8>)",7438.0
"(134066713, <shapely.geometry.point.Point object at 0x165c79c18>)",5500.0
"(134066722, <shapely.geometry.point.Point object at 0x165c79c50>)",5500.0
"(134066727, <shapely.geometry.point.Point object at 0x165c79ba8>)",5500.0
"(134066746, <shapely.geometry.point.Point object at 0x165c79be0>)",5500.0
"(134066753, <shapely.geometry.point.Point object at 0x165c79b38>)",5500.0
"(134066756, <shapely.geometry.point.Point object at 0x165c79b70>)",5500.0
"(134066759, <shapely.geometry.point.Point object at 0x165c79dd8>)",5600.0
"(134066764, <shapely.geometry.point.Point object at 0x165c79b00>)",5600.0
"(134066768, <shapely.geometry.point.Point object at 0x165c79a20>)",5600.0
"(134066772, <shapely.geometry.point.Point object at 0x165c79a90>)",5600.0
"(134066775, <shapely.geometry.point.Point object at 0x165c79978>)",5600.0
"(134066784, <shapely.geometry.point.Point object at 0x165c799e8>)",6400.0
"(134066787, <shapely.geometry.point.Point object at 0x165c79908>)",6400.0
"(134066793, <shapely.geometry.point.Point object at 0x165c79940>)",6400.0
"(134066802, <shapely.geometry.point.Point object at 0x165c79898>)",6603.0
"(134066823, <shapely.geometry.point.Point object at 0x165c798d0>)",6603.0
"(134066848, <shapely.geometry.point.Point object at 0x165c79828>)",1200.0
"(134066851, <shapely.geometry.point.Point object at 0x165c79860>)",1200.0
"(134066864, <shapely.geometry.point.Point object at 0x165c79ac8>)",5300.0
"(134066869, <shapely.geometry.point.Point object at 0x165c797f0>)",5300.0
"(134066870, <shapely.geometry.point.Point object at 0x165c79710>)",5300.0
"(134066880, <shapely.geometry.point.Point object at 0x165c79780>)",5400.0
"(134066892, <shapely.geometry.point.Point object at 0x165c79668>)",7424.0
"(1863955148, <shapely.geometry.point.Point object at 0x165c796d8>)",6804.0
"(3613504319, <shapely.geometry.point.Point object at 0x165c795c0>)",6701.0
"(134067017, <shapely.geometry.point.Point object at 0x165c79630>)",7444.0
"(134067117, <shapely.geometry.point.Point object at 0x165c79550>)",7443.0
"(134067169, <shapely.geometry.point.Point object at 0x165c79588>)",7304.0
"(134067180, <shapely.geometry.point.Point object at 0x165c794a8>)",7455.0
"(4089295856, <shapely.geometry.point.Point object at 0x165c79518>)",6701.0
"(134067187, <shapely.geometry.point.Point object at 0x165c79438>)",7455.0
"(4089295860, <shapely.geometry.point.Point object at 0x165c79470>)",6701.0
"(134067189, <shapely.geometry.point.Point object at 0x165c79390>)",7455.0
"(4089295861, <shapely.geometry.point.Point object at 0x165c79400>)",6701.0
"(134067191, <shapely.geometry.point.Point object at 0x165c79320>)",7455.0
"(4089295872, <shapely.geometry.point.Point object at 0x165c79358>)",6701.0
"(4089295882, <shapely.geometry.point.Point object at 0x165c797b8>)",6701.0
"(134031523, <shapely.geometry.point.Point object at 0x165c792e8>)",7461.0
"(134031528, <shapely.geometry.point.Point object at 0x165c79208>)",7461.0
"(134067451, <shapely.geometry.point.Point object at 0x165c79278>)",7002.0
"(7043659139, <shapely.geometry.point.Point object at 0x165c79160>)",7304.0
"(4770608522, <shapely.geometry.point.Point object at 0x165c791d0>)",1200.0
"(134067634, <shapely.geometry.point.Point object at 0x165c790f0>)",6703.0
"(134067650, <shapely.geometry.point.Point object at 0x165c79128>)",6703.0
"(134067687, <shapely.geometry.point.Point object at 0x165c79080>)",7312.0
"(134067694, <shapely.geometry.point.Point object at 0x165c790b8>)",7312.0
"(134067748, <shapely.geometry.point.Point object at 0x165c79048>)",7312.0
"(134067767, <shapely.geometry.point.Point object at 0x165c792b0>)",7445.0
"(134067775, <shapely.geometry.point.Point object at 0x165c75ef0>)",7445.0
"(1802876480, <shapely.geometry.point.Point object at 0x165c75e48>)",7409.0
"(134067781, <shapely.geometry.point.Point object at 0x165c75be0>)",7458.0
"(134067795, <shapely.geometry.point.Point object at 0x165c75b38>)",6101.0
"(134067827, <shapely.geometry.point.Point object at 0x165c758d0>)",3000.0
"(134067830, <shapely.geometry.point.Point object at 0x165c75828>)",3000.0
"(134067847, <shapely.geometry.point.Point object at 0x165c755c0>)",3100.0
"(134067854, <shapely.geometry.point.Point object at 0x165c75240>)",3100.0
"(134067867, <shapely.geometry.point.Point object at 0x165c750b8>)",3100.0
"(134067869, <shapely.geometry.point.Point object at 0x165c75fd0>)",3100.0
"(134067903, <shapely.geometry.point.Point object at 0x165c75f98>)",3100.0
"(3633166017, <shapely.geometry.point.Point object at 0x165c75eb8>)",4900.0
"(3633166020, <shapely.geometry.point.Point object at 0x165c75f28>)",5500.0
"(134067931, <shapely.geometry.point.Point object at 0x165c75e10>)",3100.0
"(133979542, <shapely.geometry.point.Point object at 0x165c75e80>)",1200.0
"(134067935, <shapely.geometry.point.Point object at 0x165c75da0>)",3100.0
"(134067941, <shapely.geometry.point.Point object at 0x165c75dd8>)",7465.0
"(133979544, <shapely.geometry.point.Point object at 0x165c75d30>)",1200.0
"(134067943, <shapely.geometry.point.Point object at 0x165c75d68>)",7465.0
"(134067987, <shapely.geometry.point.Point object at 0x165c75cc0>)",7465.0
"(134068012, <shapely.geometry.point.Point object at 0x165c75cf8>)",7465.0
"(134068057, <shapely.geometry.point.Point object at 0x165c75f60>)",7463.0
"(1805760348, <shapely.geometry.point.Point object at 0x165c75c88>)",7003.0
"(1805760350, <shapely.geometry.point.Point object at 0x165c75ba8>)",7003.0
"(1805760353, <shapely.geometry.point.Point object at 0x165c75c18>)",7459.0
"(1805760354, <shapely.geometry.point.Point object at 0x165c75b00>)",7003.0
"(1805760357, <shapely.geometry.point.Point object at 0x165c75b70>)",7409.0
"(134068074, <shapely.geometry.point.Point object at 0x165c75a90>)",3000.0
"(1805760360, <shapely.geometry.point.Point object at 0x165c75ac8>)",7003.0
"(134068077, <shapely.geometry.point.Point object at 0x165c75a20>)",3000.0
"(1805760361, <shapely.geometry.point.Point object at 0x165c75a58>)",7003.0
"(1805760369, <shapely.geometry.point.Point object at 0x165c759b0>)",7003.0
"(1805760377, <shapely.geometry.point.Point object at 0x165c759e8>)",7003.0
"(1805760383, <shapely.geometry.point.Point object at 0x165c75c50>)",7003.0
"(1805760384, <shapely.geometry.point.Point object at 0x165c75978>)",7003.0
"(1805760387, <shapely.geometry.point.Point object at 0x165c75898>)",7101.0
"(1805760390, <shapely.geometry.point.Point object at 0x165c75908>)",7003.0
"(134068113, <shapely.geometry.point.Point object at 0x165c757f0>)",7462.0
"(1805760394, <shapely.geometry.point.Point object at 0x165c75860>)",7003.0
"(1805760395, <shapely.geometry.point.Point object at 0x165c75780>)",7003.0
"(1805760400, <shapely.geometry.point.Point object at 0x165c757b8>)",7101.0
"(134068137, <shapely.geometry.point.Point object at 0x165c75710>)",7462.0
"(134068151, <shapely.geometry.point.Point object at 0x165c75748>)",7462.0
"(134068159, <shapely.geometry.point.Point object at 0x165c756a0>)",7461.0
"(134068161, <shapely.geometry.point.Point object at 0x165c756d8>)",7461.0
"(134068197, <shapely.geometry.point.Point object at 0x165c75940>)",7466.0
"(134068230, <shapely.geometry.point.Point object at 0x165c75668>)",7465.0
"(134031707, <shapely.geometry.point.Point object at 0x165c75588>)",7450.0
"(134068302, <shapely.geometry.point.Point object at 0x165c755f8>)",7466.0
"(134068339, <shapely.geometry.point.Point object at 0x165c754e0>)",2900.0
"(134068342, <shapely.geometry.point.Point object at 0x165c75550>)",2900.0
"(134068371, <shapely.geometry.point.Point object at 0x165c75438>)",7463.0
"(134068373, <shapely.geometry.point.Point object at 0x165c754a8>)",7463.0
"(134068375, <shapely.geometry.point.Point object at 0x165c753c8>)",7463.0
"(134068409, <shapely.geometry.point.Point object at 0x165c75400>)",7463.0
"(134068451, <shapely.geometry.point.Point object at 0x165c75320>)",7464.0
"(134068502, <shapely.geometry.point.Point object at 0x165c75390>)",7102.0
"(134068594, <shapely.geometry.point.Point object at 0x165c752b0>)",6904.0
"(1987950991, <shapely.geometry.point.Point object at 0x165c752e8>)",2500.0
"(134068636, <shapely.geometry.point.Point object at 0x165c75208>)",6701.0
"(1959901620, <shapely.geometry.point.Point object at 0x165c75278>)",4600.0
"(1959901645, <shapely.geometry.point.Point object at 0x165c75198>)",4600.0
"(134068719, <shapely.geometry.point.Point object at 0x165c751d0>)",7448.0
"(6022085130, <shapely.geometry.point.Point object at 0x165c75630>)",5700.0
"(134068745, <shapely.geometry.point.Point object at 0x165c75160>)",7448.0
"(6022085129, <shapely.geometry.point.Point object at 0x165c75080>)",5700.0
"(6022085131, <shapely.geometry.point.Point object at 0x165c750f0>)",5700.0
"(134068804, <shapely.geometry.point.Point object at 0x165c75048>)",6701.0
"(134068871, <shapely.geometry.point.Point object at 0x165c75128>)",3600.0
"(134068883, <shapely.geometry.point.Point object at 0x165c70fd0>)",7001.0
"(134068885, <shapely.geometry.point.Point object at 0x165c70d68>)",7001.0
"(134068888, <shapely.geometry.point.Point object at 0x165c70cc0>)",7001.0
"(134068891, <shapely.geometry.point.Point object at 0x165c70a58>)",7001.0
"(134068895, <shapely.geometry.point.Point object at 0x165c706d8>)",7001.0
"(134068898, <shapely.geometry.point.Point object at 0x165c70550>)",7001.0
"(134068921, <shapely.geometry.point.Point object at 0x165c704a8>)",7001.0
"(134068925, <shapely.geometry.point.Point object at 0x165c70240>)",7001.0
"(134069022, <shapely.geometry.point.Point object at 0x165c70f98>)",3600.0
"(134069065, <shapely.geometry.point.Point object at 0x165c70f28>)",2500.0
"(134069075, <shapely.geometry.point.Point object at 0x165c70f60>)",2500.0
"(134069079, <shapely.geometry.point.Point object at 0x165c70eb8>)",2500.0
"(134069086, <shapely.geometry.point.Point object at 0x165c70ef0>)",2500.0
"(134069113, <shapely.geometry.point.Point object at 0x165c70e48>)",1800.0
"(134069119, <shapely.geometry.point.Point object at 0x165c70e80>)",2100.0
"(134069121, <shapely.geometry.point.Point object at 0x165c70e10>)",2100.0
"(134069127, <shapely.geometry.point.Point object at 0x165c70d30>)",2100.0
"(134069138, <shapely.geometry.point.Point object at 0x165c70da0>)",500.0
"(134069157, <shapely.geometry.point.Point object at 0x165c70c88>)",2500.0
"(134069193, <shapely.geometry.point.Point object at 0x165c70cf8>)",1800.0
"(134069195, <shapely.geometry.point.Point object at 0x165c70c18>)",1800.0
"(134069205, <shapely.geometry.point.Point object at 0x165c70c50>)",1800.0
"(134069210, <shapely.geometry.point.Point object at 0x165c70ba8>)",2100.0
"(134069212, <shapely.geometry.point.Point object at 0x165c70be0>)",2100.0
"(134069215, <shapely.geometry.point.Point object at 0x165c70b38>)",2100.0
"(134069217, <shapely.geometry.point.Point object at 0x165c70b70>)",2400.0
"(134069228, <shapely.geometry.point.Point object at 0x165c70dd8>)",2400.0
"(134069337, <shapely.geometry.point.Point object at 0x165c70b00>)",7466.0
"(134069358, <shapely.geometry.point.Point object at 0x165c70a20>)",7466.0
"(7512636529, <shapely.geometry.point.Point object at 0x165c70a90>)",7313.0
"(134069372, <shapely.geometry.point.Point object at 0x165c70978>)",7466.0
"(134069380, <shapely.geometry.point.Point object at 0x165c709e8>)",7466.0
"(7512636549, <shapely.geometry.point.Point object at 0x165c708d0>)",7313.0
"(1982446726, <shapely.geometry.point.Point object at 0x165c70940>)",500.0
"(1982446765, <shapely.geometry.point.Point object at 0x165c70860>)",1600.0
"(4101094657, <shapely.geometry.point.Point object at 0x165c70898>)",7443.0
"(134069522, <shapely.geometry.point.Point object at 0x165c707b8>)",7406.0
"(134069524, <shapely.geometry.point.Point object at 0x165c70828>)",7406.0
"(134069535, <shapely.geometry.point.Point object at 0x165c70748>)",1100.0
"(134069554, <shapely.geometry.point.Point object at 0x165c70780>)",700.0
"(134069568, <shapely.geometry.point.Point object at 0x165c706a0>)",1100.0
"(134069581, <shapely.geometry.point.Point object at 0x165c70710>)",700.0
"(134069588, <shapely.geometry.point.Point object at 0x165c70630>)",700.0
"(134069606, <shapely.geometry.point.Point object at 0x165c70668>)",700.0
"(1982446959, <shapely.geometry.point.Point object at 0x165c70ac8>)",500.0
"(134069622, <shapely.geometry.point.Point object at 0x165c705f8>)",700.0
"(134069637, <shapely.geometry.point.Point object at 0x165c70518>)",1100.0
"(134069643, <shapely.geometry.point.Point object at 0x165c70588>)",700.0
"(134069676, <shapely.geometry.point.Point object at 0x165c70470>)",1100.0
"(134069685, <shapely.geometry.point.Point object at 0x165c704e0>)",1100.0
"(134069690, <shapely.geometry.point.Point object at 0x165c70400>)",1100.0
"(134069693, <shapely.geometry.point.Point object at 0x165c70438>)",1100.0
"(134069696, <shapely.geometry.point.Point object at 0x165c70390>)",1100.0
"(134069698, <shapely.geometry.point.Point object at 0x165c703c8>)",1100.0
"(134069700, <shapely.geometry.point.Point object at 0x165c70320>)",1100.0
"(134069702, <shapely.geometry.point.Point object at 0x165c70358>)",1100.0
"(134069706, <shapely.geometry.point.Point object at 0x165c705c0>)",1100.0
"(1982447050, <shapely.geometry.point.Point object at 0x165c702e8>)",1600.0
"(134069710, <shapely.geometry.point.Point object at 0x165c70208>)",1100.0
"(134069783, <shapely.geometry.point.Point object at 0x165c70278>)",7444.0
"(134069851, <shapely.geometry.point.Point object at 0x165c70160>)",3401.0
"(134069868, <shapely.geometry.point.Point object at 0x165c701d0>)",4300.0
"(134069884, <shapely.geometry.point.Point object at 0x165c700b8>)",4300.0
"(134069887, <shapely.geometry.point.Point object at 0x165c70128>)",4300.0
"(134032034, <shapely.geometry.point.Point object at 0x165c70048>)",6701.0
"(134069891, <shapely.geometry.point.Point object at 0x165c70080>)",4300.0
"(134069894, <shapely.geometry.point.Point object at 0x165c702b0>)",4300.0
"(134069901, <shapely.geometry.point.Point object at 0x165c69e80>)",4300.0
"(134069903, <shapely.geometry.point.Point object at 0x165c69cf8>)",4300.0
"(134069908, <shapely.geometry.point.Point object at 0x165c69c50>)",4300.0
"(134069928, <shapely.geometry.point.Point object at 0x165c699e8>)",3000.0
"(134069931, <shapely.geometry.point.Point object at 0x165c69940>)",3000.0
"(134069933, <shapely.geometry.point.Point object at 0x165c696d8>)",3000.0
"(134069940, <shapely.geometry.point.Point object at 0x165c69358>)",3000.0
